Summons Number,Registration State,Plate Type,Issue Date,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Violation Precinct,Issuer Precinct,Issuer Code,Violation Time,Front Of Or Opposite,From Hours In Effect,To Hours In Effect,Vehicle Year,Feet From Curb,Violation Code
2527166206,NY,PAS,6/21/2017,SDN,NISSA,P,34985,40700,43100,122,122,962564,0650P,F,ALL,ALL,2007,0,98
2513404168,NY,PAS,7/18/2017,SUBN,HONDA,P,20300,22255,29900,120,120,959624,0500P,O,ALL,ALL,2008,0,46
2527583984,NY,PAS,6/25/2017,SDN,FIAT,P,28680,43650,43320,47,47,956593,0830A,F,ALL,ALL,2015,0,40
2525247500,NY,PAS,6/19/2017,SUBN,TOYOT,P,36470,10610,10810,32,32,941136,1145A,F,1130A,0100P,2012,0,21
2516963094,NY,PAS,6/21/2017,SUBN,CHRYS,P,68190,25690,25640,103,103,951245,1044P,F,ALL,ALL,2013,5,40
2512084887,NY,PAS,6/28/2017,SDN,JEEP,P,29450,13113,16400,1,822,45362,0543P,O,ALL,ALL,2012,0,14
2525348657,NY,PAS,6/23/2017,FOUR,NISSA,K,13820,32600,13430,84,4,160073,1019A,,ALL,ALL,2011,0,20
2527353723,NY,PAS,6/18/2017,SUBN,LEXUS,P,0,0,0,60,60,946438,0700P,,ALL,ALL,2005,0,20
2515963691,NY,PAS,6/22/2017,SDN,ME/BE,X,25645,97690,29605,19,977,668907,1002A,F,1000A,1130A,2014,0,21
2527617325,NY,PAS,6/29/2017,SDN,HONDA,P,0,0,0,47,47,923126,1045A,O,ALL,ALL,2017,4,40
2525394989,OH,PAS,7/15/2017,SDN,FORD,K,13820,13820,0,84,4,160496,0255P,F,ALL,ALL,0,0,20
2513565929,NY,PAS,7/8/2017,SUBN,HONDA,P,0,0,0,101,101,956392,1000A,F,ALL,ALL,2015,0,98
2513660290,TX,PAS,7/18/2017,SDN,ME/BE,P,0,0,0,106,106,957529,0117A,,ALL,ALL,2004,0,40
2526815942,NY,PAS,7/1/2017,SDN,BUICK,S,51090,24840,24890,103,0,589298,0315A,O,0300A,0600A,1998,0,21
2525156209,NY,PAS,6/27/2017,SUBN,JEEP,P,74780,27360,23520,52,52,962370,0915P,F,ALL,ALL,2008,0,40
2499894339,NY,PAS,7/2/2017,SDN,VOLKS,X,70520,50770,45330,43,0,39,1123A,F,ALL,ALL,2009,0,20
2524443501,NY,PAS,6/29/2017,FOUR,HYUND,P,66690,14890,15040,107,504,333060,1059A,F,1030A,1200P,2017,0,21
2510603544,NY,PAS,7/2/2017,SUBN,SUBAR,K,0,0,0,122,5,160098,1030P,,ALL,ALL,2017,0,63
2525155057,FL,PAS,6/23/2017,SDN,TOYOT,P,0,40404,40404,52,52,959950,0954P,F,ALL,ALL,0,4,40
2524441376,NY,PAS,6/29/2017,SDN,TOYOT,P,15290,28990,59990,112,883,346406,0605P,,ALL,ALL,1996,0,20
2513404934,NY,PAS,7/14/2017,SUBN,HYUN,P,29900,54270,35900,120,120,953518,0918A,F,ALL,ALL,2004,0,98
2512000305,PA,PAS,7/11/2017,SDN,FORD,S,73480,93830,26630,67,0,669776,0915A,F,0900A,1030A,0,0,21
2526828960,NY,PAS,6/21/2017,SDN,VOLKS,S,23140,18190,51090,103,0,695240,0840A,F,0830A,0900A,2013,0,21
2510602576,NY,PAS,7/7/2017,SDN,MAZDA,K,41300,26480,0,122,5,160230,1009P,,ALL,ALL,2016,0,63
2523864425,NY,PAS,7/7/2017,SDN,HONDA,P,10050,40100,31840,121,121,925790,1246P,,ALL,ALL,2013,0,19
2523640640,NY,PAS,6/30/2017,SDN,MINI,S,57720,72620,10620,49,0,103199,0920A,F,0830A,1003A,2004,0,21
2523876324,99,PAS,7/5/2017,SDN,HONDA,P,51750,49876,48140,121,121,961656,0254A,F,ALL,ALL,0,0,40
2518782603,PA,PAS,7/10/2017,SUBN,NISSA,P,42290,39790,35350,101,101,959112,0708A,F,ALL,ALL,2009,0,98
2527141112,NJ,PAS,6/21/2017,SDN,ME/BE,P,27422,70265,37400,123,123,942711,1042P,O,ALL,ALL,0,0,20
2513481303,PA,PAS,7/3/2017,SDN,ACURA,P,14510,15715,34990,20,860,961322,0638P,O,ALL,ALL,0,0,14
2469259486,99,PAS,6/16/2017,SDN,VOLVO,P,32240,63155,28465,100,100,958658,1030P,O,ALL,ALL,1997,5,40
2515965224,NY,PAS,6/29/2017,SUBN,TOYOT,X,25645,13113,13113,19,977,668907,1127A,F,1000A,1130A,2014,0,21
2516959501,NY,PAS,6/23/2017,SDN,CHRYS,P,19720,24690,24740,103,103,955867,0752P,F,ALL,ALL,2005,0,98
2523867066,NY,PAS,7/11/2017,SUBN,VOLKS,P,35560,44750,29770,121,121,925790,1000A,F,ALL,ALL,2016,0,19
2513721860,NY,PAS,6/17/2017,SUBN,INFIN,P,26440,40404,40404,105,105,945805,1100P,F,ALL,ALL,0,0,14
2523767249,NY,PAS,6/29/2017,SDN,NISSA,S,53790,64790,23070,103,0,601094,0326A,O,0300A,0600A,2002,0,21
2376984801,NY,PAS,7/11/2017,SDN,TOYOT,X,26630,36730,36780,71,836,430353,0220P,F,ALL,ALL,2006,0,20
2518785220,NY,PAS,6/13/2017,SDN,NISSA,P,37520,55960,67600,101,101,958416,1100A,F,ALL,ALL,2015,0,98
2523859594,NY,PAS,7/10/2017,SUBN,DODGE,P,0,40404,40404,43,0,951453,0520A,F,ALL,ALL,2017,0,46
2523867621,NY,PAS,7/19/2017,SUBN,TOYOT,P,19730,25850,39720,121,121,925790,0850A,F,ALL,ALL,2014,0,46
2525129401,PA,PAS,6/20/2017,SDN,HONDA,P,55960,12550,12550,45,163,953683,0811P,,ALL,ALL,0,0,63
2518777070,NY,PAS,7/12/2017,SDN,NISSA,P,31390,28460,35290,101,101,949065,0204P,F,ALL,ALL,2013,0,19
2518250285,PA,PAS,6/22/2017,VAN,DODGE,P,82230,73380,65130,73,73,959428,0425A,O,ALL,ALL,2017,0,40
2515527385,NY,OMS,6/27/2017,SDN,NISSA,P,19830,68630,82230,73,802,958619,1152P,F,ALL,ALL,2005,0,40
2513659906,NY,PAS,6/13/2017,SDN,HONDA,P,20240,21940,22040,106,106,961757,0457A,F,ALL,ALL,1996,0,14
2515333141,NY,PAS,6/18/2017,SUBN,,F,76430,34330,56630,75,0,0,0834A,F,ALL,ALL,0,0,14
2526816069,NY,PAS,7/8/2017,SUBN,LEXUS,S,59430,25130,12330,66,0,589298,0820A,F,0800A,0830A,2014,0,21
2526816478,NY,PAS,7/18/2017,SDN,ME/BE,S,51090,24440,24540,103,0,517533,0305A,F,0300A,0600A,2010,0,21
2516973459,NY,PAS,7/11/2017,SDN,HONDA,P,30240,39790,38690,101,101,960472,0826P,O,ALL,ALL,2005,0,40
2483056623,NY,PAS,6/21/2017,SDN,HONDA,U,11310,0,0,122,835,472,1032P,O,ALL,ALL,2002,0,63
2523860379,NY,PAS,6/30/2017,SDN,ACURA,P,10320,63010,24570,45,0,958884,0155A,F,ALL,ALL,2009,0,46
2469263659,99,PAS,7/16/2017,SUBN,BMW,P,32490,60790,32240,100,100,943392,0521A,O,ALL,ALL,0,0,14
2493525774,NY,PAS,7/4/2017,SDN,HONDA,P,63720,34120,12550,45,45,928119,0520A,F,ALL,ALL,2003,0,98
2515755151,NY,PAS,7/18/2017,SDN,MERCU,P,0,0,0,105,105,954712,0837A,,ALL,ALL,2014,0,46
2527317378,NY,PAS,7/6/2017,SUBN,NISSA,S,45820,45120,66920,43,0,584562,0310A,O,ALL,ALL,2009,0,98
2445973419,NY,PAS,7/18/2017,SUBN,CHRYS,X,25980,17860,61350,40,14,100995,1000A,,ALL,ALL,2014,0,20
2518804037,NY,PAS,6/11/2017,SUBN,TOYOT,P,64151,65617,15635,100,100,953224,0515P,O,ALL,ALL,2017,0,20
2497681146,NY,OMT,6/27/2017,SDN,LINCO,P,64790,0,0,103,103,956423,0725A,,ALL,ALL,2007,0,19
2527166022,NY,PAS,7/6/2017,SDN,HYUND,P,0,0,0,122,122,962342,0300A,,ALL,ALL,2014,0,40
2513734121,NY,PAS,7/9/2017,SDN,HYUND,P,13240,25240,13290,107,107,942951,0225P,O,ALL,ALL,2017,0,14
2517015831,NY,PAS,6/17/2017,SUBN,INFIN,P,59200,29920,29940,101,101,929969,0949A,F,0930A,1100A,2017,0,21
2524545212,NY,PAS,7/5/2017,SUBN,HONDA,P,65230,44930,59645,94,401,927689,0920A,F,ALL,ALL,2015,0,46
2510589353,NY,PAS,6/29/2017,SUBN,BMW,K,0,0,0,122,5,160250,1033P,,ALL,ALL,2014,0,63
2513714401,NY,PAS,6/15/2017,VAN,TOYOT,P,38190,40230,44430,69,69,939138,0338A,F,ALL,ALL,2015,7,40
2526810594,NY,PAS,6/18/2017,SUBN,TOYOT,P,81050,88030,87130,75,75,954586,0742P,O,ALL,ALL,2007,0,46
2524551651,NY,PAS,6/10/2017,SDN,KIA,P,10010,19250,19270,28,401,901656,1235P,F,ALL,ALL,2015,0,46
2526821619,NY,PAS,6/21/2017,SUBN,JEEP,S,0,40404,40404,101,0,583261,0940A,O,0930A,1100A,2015,0,21
2510323011,NY,PAS,7/11/2017,SDN,TOYOT,S,57190,23042,23050,105,0,538120,1115A,F,1100A,1230P,2005,0,21
2515752551,NY,PAS,6/22/2017,SDN,CHEVR,P,0,40404,40404,105,105,928391,0634P,,ALL,ALL,2012,0,46
2526820149,NY,PAS,7/18/2017,SUBN,GMC,S,62990,64790,23140,103,0,580054,0952A,O,0930A,1100A,2005,0,21
2527612083,PA,PAS,7/3/2017,SDN,HONDA,P,42720,46620,13620,42,42,933177,0927A,O,07A,ALL,0,0,20
2527478994,NY,PAS,6/26/2017,SUBN,JEEP,P,14130,37180,37230,63,63,943157,0737P,O,ALL,ALL,2014,0,14
2515726771,NY,PAS,6/15/2017,P-U,DODGE,P,22700,27040,27050,105,105,915643,1057A,F,ALL,ALL,2005,0,46
2510602874,NY,PAS,7/4/2017,SUBN,LEXUS,K,0,70068,0,123,5,160645,0610P,O,ALL,ALL,2016,0,20
2510314911,OH,PAS,6/22/2017,,BMW,S,63290,20460,20520,105,0,535068,0841A,F,0830A,1000A,0,0,21
2469262746,NY,PAS,7/4/2017,SUBN,FORD,P,33990,60790,35290,100,100,933471,0645P,O,ALL,ALL,2015,0,14
2513392117,NY,PAS,6/25/2017,FOUR,HYUND,P,21650,40560,20450,120,120,939997,1200P,F,ALL,ALL,2014,0,98
2513611563,NY,PAS,6/25/2017,SDN,BMW,P,57190,20140,20240,103,103,950516,0554A,F,ALL,ALL,2010,0,46
2513672541,NY,PAS,7/4/2017,SDN,,P,18490,40404,40404,100,100,933620,0700P,F,ALL,ALL,2010,0,20
2397277019,NY,PAS,6/28/2017,SDN,CHEVR,P,9720,33520,65320,41,0,349567,0657A,F,ALL,ALL,2013,0,20
2513735264,NY,PAS,7/2/2017,SDN,FORD,P,14490,24790,24810,107,107,960760,1225A,F,ALL,ALL,2017,1,40
2475547664,NY,OMT,6/9/2017,SDN,HONDA,X,61090,40404,40404,110,972,574519,0528A,F,ALL,ALL,2012,0,19
2495820011,NY,PAS,6/26/2017,SDN,TOYOT,H,36510,10410,24690,32,976,100929,0159P,F,ALL,ALL,2016,0,14
2497184711,PA,PAS,6/18/2017,SUBN,FORD,X,17390,13113,31710,13,839,111101,0143A,F,ALL,ALL,0,8,40
2517352436,NY,PAS,6/19/2017,SUBN,BUICK,P,19410,10210,10110,25,805,946333,0123P,O,ALL,ALL,2015,0,20
2525133331,NY,PAS,7/4/2017,SDN,TOYOT,P,73720,27180,27270,46,46,955129,0840A,F,ALL,ALL,2009,0,98
2517017531,NY,PAS,6/9/2017,SUBN,NISSA,P,31390,28460,35290,101,101,952167,1110P,O,ALL,ALL,2014,0,19
2469259311,NY,PAS,6/16/2017,SDN,SAAB,P,34140,57970,60790,100,100,957481,0100P,F,ALL,ALL,1999,0,98
2510602564,NY,PAS,7/7/2017,SDN,NISSA,K,41300,26480,0,122,5,160230,1004P,,ALL,ALL,0,0,63
2513408806,NY,999,6/20/2017,SDN,NISSA,P,39650,29300,53000,120,120,955837,0559P,F,ALL,ALL,2015,0,98
2510451288,NY,PAS,7/15/2017,SUBN,JEEP,K,13570,40404,40404,25,1,160638,0428P,,ALL,ALL,2016,0,20
2515963330,NY,PAS,6/18/2017,SDN,TOYOT,X,25645,13113,13113,19,977,622660,0816A,O,ALL,ALL,2015,0,20
2510449142,NY,PAS,7/4/2017,SUBN,FORD,P,29370,13570,0,25,1,161461,0732P,F,ALL,ALL,2001,0,20
2527619028,NY,PAS,7/1/2017,SDN,HYUND,P,45020,29320,27960,47,47,955131,0937A,F,ALL,ALL,2014,0,98
2510632283,NY,PAS,7/11/2017,SUBN,TOYOT,P,0,57840,0,45,2,160679,0412P,F,ALL,ALL,2017,0,20
2523867347,NY,PAS,7/13/2017,SDN,BMW,P,0,0,0,121,121,925790,0240P,,ALL,ALL,2016,4,40
2460635665,NY,PAS,6/15/2017,SDN,HONDA,P,78230,73650,48030,90,90,921662,0500P,F,ALL,ALL,2007,0,46
2517052931,NY,PAS,6/21/2017,SDN,NISSA,P,51090,23290,23490,103,208,919818,1048A,F,ALL,ALL,2013,0,40
2518775549,PA,PAS,6/15/2017,SDN,JEEP,P,48090,57090,15455,101,101,950602,0945A,F,ALL,ALL,0,0,40
2527616576,NY,PAS,7/9/2017,SDN,NISSA,P,21250,13820,39790,47,47,960466,0548P,F,ALL,ALL,2012,5,40
2527070452,NY,PAS,7/1/2017,SDN,CADIL,S,77030,11275,7530,62,0,686282,0907A,F,0900A,1030A,2004,0,21
2523866160,NY,PAS,7/19/2017,SDN,VOLKS,P,40530,52855,39010,121,121,925790,0715A,F,ALL,ALL,2011,8,40
2513644544,NY,PAS,7/13/2017,SUBN,FORD,P,64890,22810,22840,113,113,954725,0140P,F,ALL,ALL,2004,0,98
2527335550,NY,PAS,6/16/2017,SUBN,TOYOT,P,86530,73690,67030,71,71,961253,1226P,F,ALL,ALL,2016,0,46
2490076494,NY,PAS,7/4/2017,SDN,HONDA,P,74370,40404,40404,50,50,957821,1139P,,ALL,ALL,0,0,40
2510602485,NY,PAS,7/6/2017,SUBN,,K,0,0,0,122,5,160250,1030P,,ALL,ALL,2014,0,63
2513434367,NY,PAS,7/18/2017,SDN,DODGE,P,42350,21950,56300,120,120,961466,0800P,F,ALL,ALL,2010,0,98
2510519338,NY,PAS,6/21/2017,SDN,HONDA,K,0,40404,40404,84,4,160355,1245P,O,ALL,ALL,2012,0,20
2513709240,NY,PAS,6/11/2017,SDN,HYUND,P,33140,62200,49890,100,100,955934,0420P,O,ALL,ALL,2013,0,20
2527474745,NY,PAS,7/4/2017,SDN,BMW,P,36480,54050,14230,63,63,952525,1144P,F,ALL,ALL,2013,0,40
2513733711,FL,PAS,7/17/2017,SDN,PORSC,P,47390,23290,58590,107,107,962912,0904A,F,ALL,ALL,0,0,40
2513717833,99,PAS,7/6/2017,SUBN,ROVER,P,63290,22190,22280,105,105,960952,0733P,F,ALL,ALL,2006,0,19
2527070385,NY,PAS,7/1/2017,SUBN,DODGE,S,59430,14330,9830,62,0,686282,0752A,F,0730A,0800A,2012,0,21
2510485262,NY,PAS,6/11/2017,SDN,VOLKS,K,29370,0,0,25,1,160638,1003A,O,ALL,ALL,2012,0,14
2511971655,NY,PAS,7/13/2017,SUBN,GMC,S,29830,56090,29571,101,0,921445,1201P,F,1130A,ALL,2017,0,21
2497680545,NY,OMT,6/12/2017,SDN,LINCO,P,51090,58590,24040,103,103,956221,1040A,F,ALL,ALL,2006,0,21
2511971509,NY,PAS,7/11/2017,SDN,NISSA,S,33510,39673,35290,100,0,921445,1136A,O,1130A,0100P,2012,0,21
2515965121,NY,PAS,6/29/2017,SDN,NISSA,X,25645,13113,13113,19,977,668907,1112A,F,1000A,1130A,2015,0,21
2483080986,NY,PAS,6/24/2017,SDN,HONDA,X,0,40404,40404,69,835,190,0905P,,ALL,ALL,2015,0,20
2510512026,NY,OMS,7/4/2017,SUBN,FORD,P,29792,0,0,33,1,160626,1137A,,ALL,ALL,2017,0,20
2515947611,NY,PAS,7/5/2017,SDN,TOYOT,X,25645,13113,13113,19,977,668674,0241A,F,ALL,ALL,2015,0,20
2513721617,NY,PAS,7/3/2017,SDN,TOYOT,P,22835,63290,26940,105,105,945908,0921A,F,ALL,ALL,2001,0,98
2517349462,NY,PAS,6/21/2017,SDN,HYUND,P,27790,10515,10485,25,805,954799,0957A,F,ALL,ALL,2005,4,40
2513658592,PA,PAS,7/15/2017,SDN,TOYOT,P,0,0,0,106,106,937209,0330A,,ALL,ALL,0,0,40
2518779360,NY,PAS,6/14/2017,VAN,CHEVR,P,61690,30640,30690,101,101,950580,0930P,F,ALL,ALL,2005,0,98
2499894492,NY,PAS,7/2/2017,SUBN,FORD,X,50750,60570,46340,43,0,71,0100A,F,ALL,ALL,2002,0,46
2514029904,NY,PAS,6/19/2017,SUBN,NISSA,P,25200,18140,51090,103,103,952348,0010A,F,ALL,ALL,2002,0,98
2515724751,NY,PAS,6/13/2017,SDN,HONDA,P,63290,20910,53890,105,105,931868,1142A,F,ALL,ALL,2017,0,19
2527147795,NY,PAS,6/24/2017,SUBN,TOYOT,P,37400,26877,25030,123,123,934144,0235P,O,ALL,ALL,2013,0,40
2518762104,NY,PAS,6/13/2017,SUBN,GMC,P,15990,51090,17790,102,102,949817,0210A,,ALL,ALL,2009,0,98
2511606953,NY,PAS,7/10/2017,SDN,NISSA,S,0,0,0,100,0,669052,0845A,,0830A,1000A,2017,0,21
2527170027,NY,PAS,6/28/2017,SDN,HYUND,P,17200,23100,34100,122,122,953350,0918P,F,ALL,ALL,2004,0,98
2527488160,NY,PAS,6/21/2017,SUBN,PORSC,P,37462,9370,63870,63,63,952707,1043P,F,ALL,ALL,2011,0,46
2514004548,NY,PAS,6/24/2017,SDN,FORD,P,0,40404,40404,103,103,951408,0800P,F,ALL,ALL,2008,0,98
2474137533,NY,PAS,6/25/2017,SUBN,FORD,X,13430,17630,17680,60,985,100399,0138P,F,ALL,ALL,0,0,40
2516960728,99,PAS,7/4/2017,SDN,LINCO,P,0,40404,40404,103,103,941789,1008A,O,ALL,ALL,2006,2,40
2525343817,NY,PAS,7/6/2017,SUBN,FORD,P,13540,0,0,112,3,160620,1202P,O,ALL,ALL,2015,0,14
2513720251,NY,PAS,7/3/2017,SUBN,SYVAR,P,22870,55460,45890,105,105,950375,0205A,F,ALL,ALL,2008,0,40
2527809196,NY,PAS,6/30/2017,SUBN,NISSA,P,0,0,0,7,7,961183,1000P,,ALL,ALL,2015,5,40
2525348669,NY,PAS,6/23/2017,FOUR,NISSA,K,0,53830,0,84,4,160073,1255P,F,ALL,ALL,2015,0,20
2514826026,NY,PAS,6/23/2017,SDN,FORD,P,0,0,0,103,809,957282,0325A,,ALL,ALL,2007,0,20
2515711639,NY,PAS,7/3/2017,SDN,NISSA,P,27098,55590,22190,105,105,953024,0241A,F,ALL,ALL,0,0,40
2523598749,NY,PAS,5/27/2017,SDN,ME/BE,P,44330,41830,31030,75,75,950979,0337P,O,ALL,ALL,2015,0,14
2515726515,NY,PAS,6/22/2017,SUBN,LINCO,P,55590,45890,27097,105,105,917655,0344P,,ALL,ALL,2008,0,40
2526790315,PA,PAS,6/18/2017,SDN,BUICK,P,82230,34330,56630,73,73,945660,0250A,O,ALL,ALL,0,0,20
2497185593,NY,PAS,6/29/2017,SDN,FORD,X,17270,12110,12210,13,839,111104,1135A,F,ALL,ALL,2005,0,20
2513839665,NY,PAS,7/12/2017,SUBN,FORD,P,15390,23290,23490,107,107,921479,0205A,F,ALL,ALL,1997,0,46
2497187498,NY,PAS,6/20/2017,SDN,DODGE,X,12310,17290,17310,13,839,111132,1114A,F,1100A,0200P,1993,0,21
2512927481,NY,PAS,6/17/2017,SUBN,HONDA,P,62330,86030,75430,71,71,956868,1227A,F,ALL,ALL,2016,0,40
2510778302,NY,PAS,6/13/2017,SUBN,JEEP,P,0,40404,40404,45,0,107703,0831P,F,ALL,ALL,0,0,46
2512139032,NY,PAS,7/12/2017,SUBN,DODGE,P,13490,79980,63130,88,824,957488,0155A,F,ALL,ALL,2006,0,14
2525347781,NY,PAS,6/27/2017,SUBN,PORSC,K,13820,13820,0,84,4,160691,1128A,F,ALL,ALL,2016,0,20
2515963049,NY,PAS,7/6/2017,SUBN,JEEP,X,25645,32625,32625,19,977,828296,1008A,F,1000A,1130A,2015,0,21
2523768015,NY,PAS,6/29/2017,SUBN,TOYOT,S,51090,25790,25840,103,0,548242,0307A,O,0300A,0600A,0,0,21
2479937601,NY,PAS,7/8/2017,SDN,NISSA,P,20240,24810,24840,103,172,919008,1120P,F,ALL,ALL,2017,0,98
2514054291,NY,PAS,6/23/2017,SDN,NISSA,P,56790,39790,42390,101,101,959109,0428A,F,ALL,ALL,2014,0,14
2527598051,NY,PAS,7/5/2017,SDN,MERCU,P,77150,28470,28500,47,47,956299,0105A,F,ALL,ALL,2007,0,46
2509581267,NY,PAS,6/22/2017,SDN,TOYOT,P,42330,58200,24245,84,0,349574,0125P,F,1000A,0400P,2017,0,20
2513763284,NY,PAS,6/15/2017,SDN,NISSA,P,23040,22090,57550,113,113,952110,0835P,F,ALL,ALL,0,0,98
2515727032,NY,OMS,6/23/2017,SUBN,DODGE,P,60810,23790,22870,105,105,935609,1210P,F,ALL,ALL,2017,0,19
2516971093,NY,PAS,6/24/2017,SDN,TOYOT,P,30240,39790,38690,101,0,951709,1218P,F,ALL,ALL,1991,0,46
2523601712,NY,999,6/30/2017,SDN,NISSA,P,55930,34330,56230,75,75,958429,0920A,F,ALL,ALL,2016,0,14
2493054971,NY,PAS,6/9/2017,SDN,NISSA,P,35580,25230,14280,70,70,953289,1013P,F,ALL,ALL,2002,0,98
2527162164,NY,PAS,7/4/2017,SUBN,NISSA,P,16860,34950,50,123,123,921521,0405A,O,ALL,ALL,2011,0,14
2515518888,PA,PAS,6/21/2017,SDN,JAGUA,P,92930,18830,83730,75,802,957780,1150A,O,ALL,ALL,0,0,98
2469261365,NY,PAS,7/1/2017,VAN,FORD,P,60790,33810,33840,100,100,961649,0843A,F,ALL,ALL,2008,2,40
2518775049,NY,PAS,6/20/2017,VAN,HONDA,P,0,40404,40404,101,101,940915,0255A,F,ALL,ALL,2002,0,40
2513858532,NY,PAS,7/14/2017,SUBN,MERCU,P,17290,35780,22840,107,107,958190,0605P,F,ALL,ALL,2007,0,46
2514005917,NY,PAS,6/23/2017,SDN,FORD,P,51090,58590,24040,103,103,955990,0510P,F,ALL,ALL,2009,0,19
2510604251,NY,PAS,7/4/2017,SUBN,CHRYS,K,0,0,0,122,5,160098,1258A,,ALL,ALL,2014,0,63
2514773777,NJ,PAS,6/10/2017,SUBN,CHEVR,P,10810,97940,22450,32,0,936778,1052A,,ALL,ALL,2008,0,98
2511999124,NY,PAS,7/11/2017,SDN,NISSA,S,60790,32590,32740,100,0,538169,0838A,O,0830A,1000A,1997,0,21
2525328257,NY,PAS,6/6/2017,P-U,HONDA,K,0,0,0,110,3,160183,1005A,O,ALL,ALL,2011,0,20
2510798241,NY,PAS,6/23/2017,SDN,TOYOT,X,50300,47568,33990,120,868,0,0430P,F,ALL,ALL,2010,0,40
2510319068,NY,PAS,7/3/2017,SUBN,FORD,S,53890,25940,25935,103,0,601590,0948A,F,0930A,1100A,2005,0,21
2510549051,NY,PAS,7/10/2017,SDN,NISSA,P,36500,0,0,122,5,160324,1032P,,ALL,ALL,2003,0,63
2526790522,NY,PAS,6/12/2017,SDN,TOYOT,P,38430,70930,56030,73,73,956792,0321A,F,ALL,ALL,0,0,40
2518777522,NY,PAS,6/13/2017,SDN,NISSA,P,35290,31350,31380,101,101,944676,1041A,F,ALL,ALL,2001,0,46
2512128376,NY,PAS,6/9/2017,SUBN,TOYOT,P,85330,69230,63030,79,821,956335,0710P,F,ALL,ALL,2004,0,46
2514768151,NY,PAS,6/14/2017,SDN,JEEP,P,19410,10210,10110,25,805,961521,0521P,F,ALL,ALL,1997,0,14
2510617841,NJ,PAS,7/7/2017,SUBN,JEEP,K,34220,26820,26850,42,2,161277,0955A,O,0900A,1030A,0,0,21
2523026094,NY,PAS,7/11/2017,SDN,NISSA,P,36980,77930,85530,67,67,950079,1110P,F,ALL,ALL,2016,0,98
2469259334,NY,PAS,6/25/2017,SDN,HYUND,P,33990,57970,60790,100,100,957481,0230P,O,ALL,ALL,2014,0,14
2499894504,NY,PAS,7/2/2017,SDN,HONDA,X,50750,58550,49135,43,0,37,0240A,F,ALL,ALL,2013,0,40
2513010001,NY,PAS,7/13/2017,SUBN,TOYOT,S,31990,13310,33890,6,0,533419,1137A,F,1100A,1230P,2007,0,21
2526816399,NY,PAS,7/13/2017,SUBN,JEEP,X,60810,50690,23040,113,0,517533,1245A,O,1200A,0300A,2017,0,21
2525021016,NY,PAS,6/26/2017,SUBN,DODGE,P,16120,64020,34820,41,41,957558,0655A,O,ALL,ALL,2006,0,98
2513431907,NY,PAS,7/7/2017,SDN,KIA,P,20300,22255,29900,120,120,944359,0452P,O,ALL,ALL,2014,0,46
2518774261,NY,PAS,6/26/2017,SUBN,CHEVR,P,0,0,0,101,101,957606,0134A,O,ALL,ALL,2002,0,98
2515715827,NY,PAS,6/28/2017,SUBN,CADIL,P,20490,18790,19340,102,102,948629,1109P,F,ALL,ALL,2007,0,40
2527619772,NY,PAS,6/27/2017,SUBN,JEEP,P,77150,28170,28200,47,47,941073,1123P,,ALL,ALL,2013,0,46
2527658083,FL,PAS,7/2/2017,SDN,CHEVR,P,64320,78950,7720,49,49,953296,0815A,F,ALL,ALL,2015,0,98
2526816121,NY,PAS,6/22/2017,SUBN,TOYOT,S,51090,25340,25390,103,0,620510,0325A,F,0300A,0600A,2016,0,21
2518784617,NY,PAS,6/16/2017,SDN,NISSA,P,42390,56790,29690,101,101,961465,0429P,F,ALL,ALL,2001,2,40
2510547510,NY,PAS,7/12/2017,SDN,BMW,K,0,0,0,122,5,160098,1232A,,ALL,ALL,2013,0,63
2522945606,NY,PAS,6/12/2017,SDN,CHEVR,P,81830,17170,17180,60,60,961729,0940A,F,ALL,ALL,2016,0,14
2510545295,NY,PAS,7/16/2017,SUBN,FORD,K,37380,44635,0,123,5,160579,1129A,,ALL,ALL,2009,0,20
2518789301,NY,PAS,6/26/2017,SUBN,HONDA,P,29940,60085,13185,101,102,951544,0741A,F,ALL,ALL,0,0,46
2516963132,NY,PAS,6/30/2017,VAN,,P,0,0,0,103,103,951245,1050P,,ALL,ALL,0,0,14
2474135907,TX,PAS,6/29/2017,SUBN,ACURA,X,49730,31230,58430,60,988,100408,1211P,F,ALL,ALL,2015,0,21
2510616291,NY,PAS,7/9/2017,SUBN,TOYOT,P,0,0,0,45,2,160416,0514P,O,ALL,ALL,2016,0,14
2515727428,NY,PAS,6/16/2017,SDN,LEXUS,P,0,40404,40404,105,105,931865,0728A,F,ALL,ALL,2006,0,19
2512122502,NY,PAS,7/5/2017,SDN,FORD,P,85330,69230,63030,79,803,944604,0925A,F,ALL,ALL,0,0,20
2515538413,NY,PAS,6/28/2017,SUBN,CHEVR,P,0,0,0,73,802,937786,0539P,,ALL,ALL,0,0,14
2527430086,NY,OMT,6/11/2017,SUBN,GMC,P,54050,35680,67530,61,61,948414,1112A,F,ALL,ALL,2014,0,46
2511971600,NY,PAS,7/13/2017,SDN,HONDA,S,57990,48910,29565,101,0,921445,1137A,F,1130A,0100P,2009,0,21
2515288701,NY,PAS,6/24/2017,SUBN,MAZDA,F,6280,9280,9330,66,930,918066,0148P,F,ALL,ALL,0,0,40
2513407004,OH,PAS,7/18/2017,SDN,HONDA,P,17398,51800,21950,120,120,961064,0305P,F,ALL,ALL,0,0,98
